tmp_free,cold_start,agent_memory_avg,function_error,billed_mb_ms,total_network,billed_duration,init_duration,fd_use,tmp_max,used_memory_max,shutdown,agent_memory_max,total_memory,request_id,memory_size,cpu_system_time,insights_duration,version,duration,memory_used,rx_bytes,insight_init_duration,shutdown_reason,tmp_used,tx_bytes,function_name,cpu_user_time,threads_max,fd_max,memory_utilisation,payload
538320896,False,10,,774144,30533,504,,22,550461440,194,0,10,1536,afab3098-6780-4b73-aa9e-6b56ba882656,,50,503,RAM1536,,,16075,0,0,12140544,14458,workbench-matmul,370,10,1024,12,{'n': 1810}
538320896,False,11,,44440704,27452,16533,,22,550461440,1454,0,11,2688,0ae5d66d-545d-4d44-aa9c-d89503b0ff26,2688,1210,16532,RAM2688,16533,1454,15951,0,0,12140544,11501,workbench-matmul,23630,10,1024,54,{'n': 7610}
538320896,False,10,,88960,0,139,,22,550461440,470,0,10,640,8ac98e76-f457-4f46-8f93-3f0aefac1b79,,0,138,RAM640,,,0,0,0,12140544,0,workbench-matmul,40,10,1024,73,{'n': 810}
538320896,False,9,,2527488,0,19746,,21,550461440,102,0,10,128,908d4ece-e5fb-4277-9a24-d8976ba7a984,,0,19745,RAM128,,,0,0,0,12140544,0,workbench-matmul,0,10,1024,79,{'n': 5610}
538320896,False,9,,4821504,0,6278,,21,550461440,768,1,9,768,5d96972e-d2b8-4eb1-826d-1460a2ecf629,,600,6277,RAM768,,,0,0,failure,12140544,0,workbench-matmul,700,9,1024,100,{'n': 7010}
538320896,False,10,,5278464,0,4582,,21,550461440,1152,1,10,1152,8b87b7fd-80b6-421d-8420-2bdf54317631,,370,4581,RAM1152,,,0,0,failure,12140544,0,workbench-matmul,1040,9,1024,100,{'n': 9210}
538320896,False,10,,10238720,384,15998,,21,550461440,521,0,10,640,cec274f5-140d-4a72-816b-14ccdc67a293,,190,15997,RAM640,,,264,0,0,12140544,120,workbench-matmul,4310,9,1024,81,{'n': 4210}
538320896,False,10,,4561920,300,8910,,21,550461440,513,1,10,512,147a183f-8f9b-4725-a173-e1425f011cec,,370,8909,RAM512,,,222,0,failure,12140544,78,workbench-matmul,360,9,1024,100,{'n': 8910}
538320896,False,10,,1591040,580,565,,21,550461440,230,0,10,2816,3958c88c-07bb-4e6e-b54a-26f7fc0d97dd,,20,564,RAM2816,,,472,0,0,12140544,108,workbench-matmul,520,10,1024,8,{'n': 2210}
538320896,False,10,,14336,5803,16,,21,550461440,301,0,10,896,80d9d260-7527-47a0-9869-5c47b974ff9b,,0,15,RAM896,,,1160,0,0,12140544,4643,workbench-matmul,20,10,1024,33,{'n': 510}
538320896,False,10,,1188480,0,619,,21,550461440,399,0,10,1920,42063ee2-9b41-4e64-a3e5-c0566fbc70fe,,20,618,RAM1920,,,0,0,0,12140544,0,workbench-matmul,580,11,1024,20,{'n': 2210}
538320896,False,10,,9134080,21098,7136,,21,550461440,573,0,10,1280,75e084aa-a59b-4c4f-a6d9-f2920ba3dd49,,300,7135,RAM1280,,,8025,0,0,12140544,13073,workbench-matmul,4860,10,1024,44,{'n': 4410}
538320896,False,10,,768,3861,3,,21,550461440,103,0,10,256,53e1d9d1-17d7-46b5-8684-e6bd2285ca52,,30,2,RAM256,,,538,0,0,12140544,3323,workbench-matmul,20,9,1024,40,{'n': 8710}
538320896,False,10,,6127616,15506,4352,,21,550461440,1408,1,10,1408,74895987-ffcf-49c9-8440-7c04df1ba2c7,,2270,4351,RAM1408,,,7677,0,failure,12140544,7829,workbench-matmul,880,10,1024,100,{'n': 7710}
538320896,False,10,,15010560,300,11727,,21,550461440,693,0,10,1280,bbf5a8b7-325f-4725-80e6-6e213bc251e2,,200,11726,RAM1280,,,222,0,0,12140544,78,workbench-matmul,7100,10,1024,54,{'n': 5010}
538320896,False,10,,7603200,4220,3960,,21,550461440,632,0,10,1920,8c5fe05a-d548-4279-ac10-dadb878e1aa7,,260,3959,RAM1920,,,926,0,0,12140544,3294,workbench-matmul,3960,10,1024,32,{'n': 4110}
538320896,False,10,,256256,5083,91,,22,550461440,256,0,10,2816,a3d310f6-1efd-4be9-a4ba-7f5b3bbb0e0d,,10,90,RAM2816,,,496,0,0,12140544,4587,workbench-matmul,130,10,1024,9,{'n': 1210}
538320896,False,10,,25600,4015,20,,21,550461440,612,0,10,1280,3c1f7cb6-ed07-441f-a90a-8afdc2e97135,,0,19,RAM1280,,,496,0,0,12140544,3519,workbench-matmul,40,10,1024,47,{'n': 610}
538320896,False,10,,30150656,15892,13856,,22,550461440,2077,0,10,2176,61e8fc9f-0761-4a45-8715-4534c6dda5a1,2176,440,13855,RAM2176,13856,2077,7941,0,0,12140544,7951,workbench-matmul,14620,9,1024,95,{'n': 6910}
538320896,False,10,,50877440,28032,19874,,21,550461440,2166,0,10,2560,dc545035-9b5c-4b89-b251-85cde467d49f,,940,19873,RAM2560,,,7797,0,0,12140544,20235,workbench-matmul,27470,10,1024,84,{'n': 8010}
538320896,False,10,,613760,73590,959,,22,550461440,273,0,10,640,266ebbc1-1d6d-4dcb-93d2-b48333482ca5,,30,958,RAM640,,,46287,0,0,12140544,27303,workbench-matmul,320,10,1024,42,{'n': 1710}
538320896,False,10,,7763200,0,6065,,21,550461440,1280,1,10,1280,077bb7b7-dacd-4ae7-82dd-51762a28ef61,,1650,6064,RAM1280,,,0,0,failure,12140544,0,workbench-matmul,1110,9,1024,100,{'n': 8610}
538320896,False,10,,2315520,0,1809,,22,550461440,291,0,10,1280,a1fa0fc8-0f41-4d92-adb6-d5db91e44b69,,90,1808,RAM1280,,,0,0,0,12140544,0,workbench-matmul,1220,10,1024,22,{'n': 2710}
538320896,False,9,,4583680,300,7162,,21,550461440,640,1,9,640,12fbf310-9fcb-44eb-afa7-f204ac048817,,530,7161,RAM640,,,222,0,failure,12140544,78,workbench-matmul,570,9,1024,100,{'n': 8710}
538320896,False,10,,4881408,0,5448,,21,550461440,896,1,10,896,0abd7553-9ae3-43f9-8dc2-0dcb13c55193,,440,5447,RAM896,,,0,0,failure,12140544,0,workbench-matmul,800,9,1024,100,{'n': 8810}
538320896,False,10,,55847040,552,25665,,21,550461440,1744,0,10,2176,cae59c60-73b8-4ece-8605-dadfad38854d,,730,25664,RAM2176,,,348,0,0,12140544,204,workbench-matmul,26340,9,1024,80,{'n': 8410}
538320896,False,10,,3708672,0,1317,,21,550461440,361,0,10,2816,1d6fd362-9fad-4eb3-9f84-3da63b699edd,,100,1316,RAM2816,,,0,0,0,12140544,0,workbench-matmul,1880,10,1024,12,{'n': 3210}
538324992,True,9,,281088,84,549,,22,550461440,147,0,9,512,85f34802-25f0-4d37-8d49-7587b68b4841,,120,548,RAM512,,,42,1108,0,12136448,42,workbench-matmul,160,9,1024,28,{'n': 1210}
538320896,False,11,,47681024,16016,16196,,21,550461440,1710,0,11,2944,ed9a8de6-60fe-4756-a50c-1a99f5c52835,,810,16195,RAM2944,,,7941,0,0,12140544,8075,workbench-matmul,23170,10,1024,58,{'n': 7910}
538320896,False,10,,3297536,3731,2342,,21,550461440,612,0,10,1408,2e2e13bb-161d-48b8-9adc-3132e1d4364a,,80,2341,RAM1408,,,496,0,0,12140544,3235,workbench-matmul,1770,10,1024,43,{'n': 3110}
538324992,True,9,,7822080,84,4365,,22,550461440,510,0,9,1792,d7f7cfa7-3e2a-4fe3-b9fb-c41cddcdcf28,,520,4364,RAM1792,,,42,1291,0,12136448,42,workbench-matmul,3960,10,1024,28,{'n': 4110}
538320896,False,11,,4702720,5082,1670,,21,550461440,635,0,11,2816,f1fd698c-5262-4dd7-9bcb-aecca06674fc,,50,1669,RAM2816,,,562,0,0,12140544,4520,workbench-matmul,2460,10,1024,22,{'n': 3510}
538320896,False,10,,3381760,15430,2642,,21,550461440,1280,1,10,1280,41d0d161-ca13-4d2c-872b-12944b7ce183,,520,2641,RAM1280,,,7557,0,failure,12140544,7873,workbench-matmul,970,9,1024,100,{'n': 8110}
538320896,False,10,,253440,0,180,,21,550461440,693,0,10,1408,010d34d5-1cb2-4eee-be8b-86c033ff910d,,0,179,RAM1408,,,0,0,0,12140544,0,workbench-matmul,120,10,1024,49,{'n': 1310}
538320896,False,10,,17368832,27640,7982,,22,550461440,1872,0,10,2176,00edc521-533e-4678-919f-35a7152a3064,,270,7981,RAM2176,,,16107,0,0,12140544,11533,workbench-matmul,8420,10,1024,86,{'n': 5710}
538320896,False,10,,4238592,0,5519,,21,550461440,768,1,10,768,7e8a57a9-a2d3-4fb9-93c7-9ee637fcb645,,260,5518,RAM768,,,0,0,failure,12140544,0,workbench-matmul,620,9,1024,100,{'n': 8810}
538320896,False,10,,7884800,27372,4400,,22,550461440,956,0,10,1792,1d4cbe46-27c8-4ee4-8599-19f6cb0168b0,,230,4399,RAM1792,,,16041,0,0,12140544,11331,workbench-matmul,3830,10,1024,53,{'n': 4310}
,,,,,,,,,,,,,,55656d21-8062-4f92-a880-8966eb15b9af,,,,,,,,,,,,,,,,,{'n': 9710}
538320896,False,10,,129024,37467,48,,21,550461440,254,0,10,2688,69e1f45b-e93e-45d8-b1e0-10a7e6fbf948,,0,47,RAM2688,,,24317,0,0,12140544,13150,workbench-matmul,40,10,1024,9,{'n': 910}
538324992,True,8,,1464064,0,5719,,22,550461440,257,1,9,256,c30d7b5e-385f-419a-a5fa-39a578ecb4fc,,420,5718,RAM256,,,0,1295,failure,12136448,0,workbench-matmul,160,10,1024,100,{'n': 3110}
538316800,False,11,,57126528,15990,26253,,21,550461440,1823,0,11,2176,0f9f91c0-6dd4-4a28-bde2-bbaa354ab37d,,620,26252,RAM2176,,,7893,0,0,12144640,8097,workbench-matmul,28060,10,1024,83,{'n': 8610}
,,,,,,,,,,,,,,66f100d9-7ad8-4d21-98f8-d0fe0fe95127,,,,,,,,,,,,,,,,,{'n': 9810}
538320896,False,11,,6144,4633,6,,22,550461440,568,0,11,1024,7e50b877-7d36-46a2-90a8-05f16c230f4c,,0,5,RAM1024,,,666,0,0,12140544,3967,workbench-matmul,0,10,1024,55,{'n': 310}
538320896,False,11,,57198080,15992,22343,,21,550461440,1714,0,11,2560,2ebad472-ad25-4063-bd66-f041187f3c19,,970,22342,RAM2560,,,7959,0,0,12140544,8033,workbench-matmul,30800,10,1024,66,{'n': 8310}
,,,,,,,,,,,,,,6401fc3f-70d8-4634-9757-e7a92ccef0bf,,,,,,,,,,,,,,,,,{'n': 2610}
538320896,False,11,,87943552,15702,36161,,21,550461440,2254,0,11,2432,58731a64-4227-4580-8957-47ad5e780db0,,1980,36160,RAM2432,,,7821,0,0,12140544,7881,workbench-matmul,47160,10,1024,92,{'n': 9610}
538320896,False,10,,12496000,23506,8875,,21,550461440,742,0,10,1408,5baeaf2c-84f2-4dd9-aec6-bc8f9cad7de1,,260,8874,RAM1408,,,7833,0,0,12140544,15673,workbench-matmul,6170,10,1024,52,{'n': 5110}
538320896,False,11,,583680,3236,285,,21,550461440,611,0,11,2048,2bbcb432-5f55-4c2a-855c-e53d47c520c3,,20,284,RAM2048,,,66,0,0,12140544,3170,workbench-matmul,280,10,1024,29,{'n': 1710}
538324992,True,9,,574528,84,191,,22,550461440,166,0,9,3008,04f674ce-18ba-4991-8ca7-ca04ce89826f,,110,190,RAM3008,,,42,1201,0,12136448,42,workbench-matmul,230,11,1024,5,{'n': 1510}
538320896,False,11,,2457216,15774,2133,,21,550461440,756,0,11,1152,a7911a43-de04-4ee8-ab82-caf3fad46f11,,50,2132,RAM1152,,,7813,0,0,12140544,7961,workbench-matmul,1340,10,1024,65,{'n': 2810}
538320896,False,10,,15075200,16012,16825,,22,550461440,745,0,10,896,f81ded1b-91aa-4a36-9551-5bb6fe9b6f8a,,440,16824,RAM896,,,7941,0,0,12140544,8071,workbench-matmul,8039,10,1024,83,{'n': 5210}
538320896,False,11,,29973504,15688,10644,,22,550461440,1160,0,11,2816,4469bf3b-d799-4a42-8d18-51e3627b087a,,580,10643,RAM2816,,,7779,0,0,12140544,7909,workbench-matmul,15800,10,1024,41,{'n': 6710}
538320896,False,10,,4983680,288,7787,,21,550461440,640,1,10,640,6304adaf-4134-45e2-8769-ec74b704bb55,,930,7786,RAM640,,,156,0,failure,12140544,132,workbench-matmul,490,9,1024,100,{'n': 5610}
538320896,False,10,,89600,22610,35,,22,550461440,182,0,10,2560,5a008102-5042-44c4-94e4-f2e026ba4329,,10,34,RAM2560,,,14822,0,0,12140544,7788,workbench-matmul,50,10,1024,7,{'n': 810}
538320896,False,9,,2525696,15304,4933,,22,550461440,513,1,10,512,23c9165c-5b2e-4389-a5be-612a65f397c3,,430,4932,RAM512,,,7557,0,failure,12140544,7747,workbench-matmul,470,10,1024,100,{'n': 6610}
538320896,False,10,,9774336,6672,3471,,21,550461440,592,0,10,2816,5a3f5d5d-110f-40ee-810a-7ba167d32d10,,270,3470,RAM2816,,,784,0,0,12140544,5888,workbench-matmul,5050,10,1024,21,{'n': 4510}
538324992,True,9,,1828608,84,4762,,22,550461440,250,0,9,384,39874963-11b5-412d-a8d7-6ae6a6e93e0b,,160,4761,RAM384,,,42,1234,0,12136448,42,workbench-matmul,850,10,1024,65,{'n': 2410}
538320896,False,10,,4271616,7606,2781,,21,550461440,508,0,10,1536,44f34ab9-aef5-4e55-b356-8c36369dbb5c,,120,2780,RAM1536,,,496,0,0,12140544,7110,workbench-matmul,2270,10,1024,33,{'n': 3410}
538320896,False,10,,8957696,15602,6362,,21,550461440,571,0,10,1408,6d59ffc5-2a03-4473-8460-946f78e637a5,,160,6361,RAM1408,,,7845,0,0,12140544,7757,workbench-matmul,4880,10,1024,40,{'n': 4410}
538320896,False,10,,1185536,0,421,,21,550461440,228,0,10,2816,3fbccf77-08bf-47ec-8688-62645e555252,,30,420,RAM2816,,,0,0,0,12140544,0,workbench-matmul,400,10,1024,8,{'n': 2010}
538320896,False,10,,365568,0,204,,21,550461440,276,0,10,1792,65663304-b382-44f7-8525-5d614c7178fc,,30,203,RAM1792,,,0,0,0,12140544,0,workbench-matmul,170,10,1024,15,{'n': 1410}
538320896,False,10,,4543488,0,2958,,21,550461440,508,0,10,1536,dffbe1ee-c083-4cd4-9432-5db6dc7c26bc,,140,2957,RAM1536,,,0,0,0,12140544,0,workbench-matmul,2430,10,1024,33,{'n': 3510}
538320896,False,10,,15431040,384,5130,,21,550461440,770,0,10,3008,a51cdf9e-2bf2-4d4c-9234-1f2a24c8e846,,340,5129,RAM3008,,,264,0,0,12140544,120,workbench-matmul,8029,10,1024,25,{'n': 5310}
538324992,True,9,,773120,84,302,,22,550461440,182,0,9,2560,1e160250-ebf9-4e01-b2bd-32574cee3b01,,130,301,RAM2560,,,42,1241,0,12136448,42,workbench-matmul,340,9,1024,7,{'n': 1710}
538324992,True,9,,3338112,84,8693,,22,550461440,328,0,9,384,040c7b31-9aa6-46f5-a3b3-936ebcd65277,,170,8692,RAM384,,,42,1017,0,12136448,42,workbench-matmul,1240,10,1024,85,{'n': 3010}
538320896,False,10,,1022720,0,340,,21,550461440,611,0,10,3008,fadf1dca-5a6e-4d3a-b873-b2ca7f279456,,80,339,RAM3008,,,0,0,0,12140544,0,workbench-matmul,490,10,1024,20,{'n': 2010}
538320896,False,11,,9857216,15316,3277,,22,550461440,1067,0,11,3008,ad98aee9-115c-4ec3-8fcf-559c34c2e81f,,160,3276,RAM3008,,,7557,0,0,12140544,7759,workbench-matmul,4710,10,1024,35,{'n': 4610}
,,,,,,,,,,,,,,00c0feca-0762-4a85-8f11-9e9efde8e877,,,,,,,,,,,,,,,,,{'n': 6110}
538320896,False,10,,5126656,300,2356,,21,550461440,421,0,10,2176,7a5b4f26-a4bd-470c-85e2-c6a954ac60aa,,140,2355,RAM2176,,,222,0,0,12140544,78,workbench-matmul,2660,9,1024,19,{'n': 3610}
538320896,False,10,,11098112,50765,10838,,22,550461440,613,0,10,1024,99159028-be24-460b-8cdc-3041a915fa77,,620,10837,RAM1024,,,31296,0,0,12140544,19469,workbench-matmul,5650,10,1024,59,{'n': 4610}
538320896,False,10,,16236288,16102,14094,,21,550461440,791,0,11,1152,02856286-7b85-43c3-9db8-4d890803abac,,370,14093,RAM1152,,,8053,0,0,12140544,8049,workbench-matmul,8820,9,1024,68,{'n': 5410}
538324992,False,9,,554752,0,394,,22,550461440,175,0,9,1408,81a5ad41-dc50-482f-aa25-3e2d9c7a7480,,50,393,RAM1408,,,0,0,0,12136448,0,workbench-matmul,250,10,1024,12,{'n': 1610}
538324992,True,8,,28288,84,13,,22,550461440,114,0,9,2176,2416be3e-bae4-41fe-b834-0b8b59425c94,,60,12,RAM2176,,,42,1236,0,12136448,42,workbench-matmul,10,10,1024,5,{'n': 10}
538320896,False,6,,741888,3876,5796,,21,550461440,128,1,9,128,4b4b4519-6b6e-473a-8148-311c2f6ccd48,,70,5795,RAM128,,,538,0,failure,12140544,3338,workbench-matmul,50,10,1024,100,{'n': 2510}
538324992,False,9,,783360,84,408,,22,550461440,186,0,9,1920,724ada05-b43f-4de4-8ca4-f49ba586b8cf,,170,407,RAM1920,,,42,0,0,12136448,42,workbench-matmul,300,10,1024,9,{'n': 1710}
538320896,False,9,,18816,84,7,,22,550461440,190,0,9,2688,2a18b555-8cc5-48d4-9bd1-f39935ab7a32,,30,6,RAM2688,,,42,0,0,12140544,42,workbench-matmul,0,10,1024,7,{'n': 210}
538320896,False,11,,4382720,18162,1712,,21,550461440,739,0,11,2560,ab1e5d30-1396-4a71-a71d-ae2c5eeb64ca,,100,1711,RAM2560,,,7623,0,0,12140544,10539,workbench-matmul,2270,10,1024,28,{'n': 3410}
538320896,False,10,,2234112,0,5818,,21,550461440,102,0,10,384,e40fae68-ba72-4af7-904c-6b4371b1fc58,,0,5817,RAM384,,,0,0,0,12140544,0,workbench-matmul,0,9,1024,26,{'n': 9810}
538324992,True,8,,1159936,0,4531,,22,550461440,256,1,9,256,268ddc91-c1a3-4591-8958-d6813836fc25,,290,4530,RAM256,,,0,1279,failure,12136448,0,workbench-matmul,170,11,1024,100,{'n': 4510}
538320896,False,10,,2568192,15230,5016,,21,550461440,512,1,10,512,f5a81793-8019-47a0-902b-3f02137da1a4,,760,5015,RAM512,,,7557,0,failure,12140544,7673,workbench-matmul,460,9,1024,100,{'n': 5010}
538324992,True,8,,88448,84,691,,22,550461440,118,0,9,128,95541e03-3eb8-4f73-b620-68229e6e450c,,90,690,RAM128,,,42,1292,0,12136448,42,workbench-matmul,50,10,1024,92,{'n': 610}
538320896,False,11,,11130624,18280,4831,,21,550461440,636,0,11,2304,f0907e58-2015-46fb-ba1c-62edfe45aabe,,330,4830,RAM2304,,,7803,0,0,12140544,10477,workbench-matmul,5790,10,1024,27,{'n': 4710}
538320896,False,10,,1491968,0,496,,21,550461440,699,0,10,3008,2d79ee97-f05e-43c3-bc9c-99bc73dd8d25,,60,495,RAM3008,,,0,0,0,12140544,0,workbench-matmul,720,10,1024,23,{'n': 2310}
538320896,False,10,,2707456,18322,1322,,21,550461440,551,0,10,2048,d612c1f8-bad8-4de8-b3ed-8c2f8239328c,,80,1321,RAM2048,,,7845,0,0,12140544,10477,workbench-matmul,1380,10,1024,26,{'n': 2910}
538320896,False,11,,14859520,15884,4940,,21,550461440,1675,0,11,3008,c7ddc9d2-5b60-43a3-8b7a-5fd20972a1ca,,380,4939,RAM3008,,,7875,0,0,12140544,8009,workbench-matmul,7700,10,1024,55,{'n': 5210}
538320896,False,10,,25043200,15754,15050,,21,550461440,1249,0,10,1664,71f52abb-7939-40b8-a4e4-14e1ff0d7bfd,,460,15049,RAM1664,,,7809,0,0,12140544,7945,workbench-matmul,13650,9,1024,75,{'n': 6310}
538320896,False,10,,6713344,0,6556,,21,550461440,1025,1,10,1024,0777cd4d-805a-43a5-8631-f6405e1c17a6,,1430,6555,RAM1024,,,0,0,failure,12140544,0,workbench-matmul,790,9,1024,100,{'n': 8210}
538320896,False,10,,10809344,4030,6032,,21,550461440,631,0,10,1792,a0a79a93-574e-4fee-af19-dd1eb3a664e1,,350,6031,RAM1792,,,718,0,0,12140544,3312,workbench-matmul,5730,10,1024,35,{'n': 4710}
538320896,False,10,,2507392,0,19589,,21,550461440,105,0,10,128,cd2e754e-28f7-4107-882c-ccbb7cbfdf4d,,50,19588,RAM128,,,0,0,0,12140544,0,workbench-matmul,30,9,1024,82,{'n': 110}
538320896,False,11,,12096000,300,4725,,21,550461440,739,0,11,2560,c8bdcb23-4343-47aa-9b57-9b1752e01175,,290,4724,RAM2560,,,222,0,0,12140544,78,workbench-matmul,6360,10,1024,28,{'n': 4910}
538320896,False,10,,65707776,4116,27018,,21,550461440,1913,0,10,2432,308a5bb8-7655-48a3-9ad2-2d1dd40c6e28,,1940,27017,RAM2432,,,760,0,0,12140544,3356,workbench-matmul,34540,10,1024,78,{'n': 8810}
538320896,False,11,,20449920,16074,10651,,21,550461440,976,0,11,1920,464d2ac8-b0e1-42c2-a8f5-240365390962,,330,10650,RAM1920,,,8007,0,0,12140544,8067,workbench-matmul,6880,9,1024,50,{'n': 5410}
538320896,False,11,,72596480,16134,28358,,21,550461440,2079,0,11,2560,adf3699b-2b6c-43cc-8493-fbbd9d7230cc,,1250,28357,RAM2560,,,7971,0,0,12140544,8163,workbench-matmul,35390,10,1024,81,{'n': 9210}
538324992,True,8,,23296,84,14,,22,550461440,113,0,9,1664,b29d6499-3148-4c8a-a507-fb3c2f735bf5,,60,13,RAM1664,,,42,1261,0,12136448,42,workbench-matmul,20,10,1024,6,{'n': 310}
538324992,True,8,,1462016,0,5711,,22,550461440,257,1,9,256,1256e4db-cbe4-421f-82ff-e5af0fd417ad,,260,5710,RAM256,,,0,1275,failure,12136448,0,workbench-matmul,160,11,1024,100,{'n': 3010}
538324992,True,9,,636288,84,1657,,22,550461440,174,0,9,384,9f339f34-9fca-4e6c-8dfc-8fc9f511499d,,170,1656,RAM384,,,42,1178,0,12136448,42,workbench-matmul,260,10,1024,45,{'n': 1610}
538324992,True,9,,119040,84,310,,22,550461440,130,0,9,384,dfef438c-413d-4938-88b6-028a4b501c61,,70,309,RAM384,,,42,1268,0,12136448,42,workbench-matmul,60,10,1024,33,{'n': 810}
538324992,True,9,,6960000,84,10875,,22,550461440,470,0,9,640,e75e31c9-e126-4ec4-ac32-99640b6eee55,,400,10874,RAM640,,,42,1289,0,12136448,42,workbench-matmul,3460,10,1024,73,{'n': 3910}
538320896,False,10,,4352,7522,34,,21,550461440,109,0,10,128,0d770e20-fc3a-477b-abbc-ab5b23869e80,,10,33,RAM128,,,496,0,0,12140544,7026,workbench-matmul,20,9,1024,85,{'n': 5810}
538320896,False,10,,18919936,15600,21116,,21,550461440,857,0,10,896,db410f25-a74b-4ef6-aca6-853017ae9810,,810,21115,RAM896,,,7779,0,0,12140544,7821,workbench-matmul,9820,10,1024,95,{'n': 5610}
538320896,False,10,,11208960,288,14595,,21,550461440,657,0,10,768,1612c74b-b316-495d-a6bc-2d93ac5e36bd,,490,14594,RAM768,,,156,0,0,12140544,132,workbench-matmul,5170,10,1024,85,{'n': 4810}
538316800,False,10,,17086080,384,8899,,21,550461440,761,0,10,1920,c1c97045-232c-438a-9772-9a99aae6f63b,,360,8898,RAM1920,,,264,0,0,12144640,120,workbench-matmul,7330,10,1024,39,{'n': 5310}
538320896,False,10,,9332736,7745,9114,,21,550461440,655,0,10,1024,cc2961fa-aeec-44e1-9ace-cab96b30a426,,270,9113,RAM1024,,,1214,0,0,12140544,6531,workbench-matmul,4970,10,1024,63,{'n': 4410}
538320896,False,10,,1609344,300,1397,,21,550461440,314,0,11,1152,3197c336-c281-4303-b13e-bae795a62856,,70,1396,RAM1152,,,222,0,0,12140544,78,workbench-matmul,860,10,1024,27,{'n': 2410}
538320896,False,10,,62392320,24920,24372,,21,550461440,2120,0,10,2560,eb7188dd-050f-49e7-ad78-1e60e0f4a061,,1090,24371,RAM2560,,,7755,0,0,12140544,17165,workbench-matmul,33550,10,1024,82,{'n': 8610}
538320896,False,10,,44160,21113,23,,22,550461440,168,0,10,1920,c77734f9-b0fc-462a-98a1-3775d3714059,,10,22,RAM1920,,,14186,0,0,12140544,6927,workbench-matmul,20,10,1024,8,{'n': 610}
538320896,False,11,,33354240,15820,26058,,22,550461440,1221,0,11,1280,c6028b22-64ab-4096-8b60-407078f37354,,670,26057,RAM1280,,,7875,0,0,12140544,7945,workbench-matmul,18220,10,1024,95,{'n': 6910}
538320896,False,10,,14908416,15738,9706,,21,550461440,1255,0,10,1536,0de3c4b3-1c9f-4a06-b812-99fb4e5f035a,,120,9705,RAM1536,,,7767,0,0,12140544,7971,workbench-matmul,7530,10,1024,81,{'n': 5410}
538320896,False,10,,34209792,15796,22272,,21,550461440,1447,0,10,1536,60a85bd3-644c-44af-b48e-541a7eb89e43,,610,22271,RAM1536,,,7833,0,0,12140544,7963,workbench-matmul,18780,10,1024,94,{'n': 7010}
538320896,False,10,,308736,68333,134,,21,550461440,278,0,10,2304,5fdcd6cc-0ee0-4228-a250-45dd3b82fb19,,30,133,RAM2304,,,38980,0,0,12140544,29353,workbench-matmul,120,10,1024,12,{'n': 1310}
538320896,False,11,,28998144,15984,10788,,21,550461440,2215,0,11,2688,eecf2258-b79f-422a-b4ff-53c6d7ef82f4,,540,10787,RAM2688,,,7929,0,0,12140544,8055,workbench-matmul,15530,10,1024,82,{'n': 6610}
538320896,False,10,,238336,3168,98,,21,550461440,715,0,10,2432,3790260d-36b0-4a58-be35-d9d6be18f12d,,0,97,RAM2432,,,0,0,0,12140544,3168,workbench-matmul,120,10,1024,29,{'n': 1210}
538320896,False,11,,52739264,17344,17533,,21,550461440,1388,0,11,3008,cbe5fb3b-39e7-47f2-803d-559058d4c640,,920,17532,RAM3008,,,7803,0,0,12140544,9541,workbench-matmul,17340,10,1024,46,{'n': 7410}
538320896,False,10,,34826880,300,24735,,21,550461440,1214,0,10,1408,7d5cbc87-9f1b-403d-8a83-18533980ea17,,340,24734,RAM1408,,,222,0,0,12140544,78,workbench-matmul,18220,10,1024,86,{'n': 6910}
538320896,False,10,,81354240,15820,35310,,21,550461440,2167,0,10,2304,fa628019-7f97-4eac-ad84-13b7a89ec0c2,,1540,35309,RAM2304,,,7875,0,0,12140544,7945,workbench-matmul,43640,9,1024,94,{'n': 9410}
538324992,True,8,,61056,84,159,,22,550461440,118,0,9,384,06eb169f-bee6-4906-bee4-def35ae698be,,130,158,RAM384,,,42,1306,0,12136448,42,workbench-matmul,120,10,1024,30,{'n': 510}
,,,,,,,,,,,,,,30926bff-163a-4076-85d5-aa3ea028142d,,,,,,,,,,,,,,,,,{'n': 8310}
538320896,False,10,,17912832,384,6664,,21,550461440,870,0,10,2688,bbe7b1a0-9fb7-4ee3-bce3-08e77f643180,,470,6663,RAM2688,,,264,0,0,12140544,120,workbench-matmul,9360,10,1024,32,{'n': 5610}
,,,,,,,,,,,,,,5bdb38ff-43d6-4c92-b2c9-b8cdc128a0ad,,,,,,,,,,,,,,,,,{'n': 9310}
538320896,False,10,,2665472,15554,2603,,21,550461440,1024,1,11,1024,725d20bb-0b83-4d39-8fce-f286faedc8b2,,460,2602,RAM1024,,,7677,0,failure,12140544,7877,workbench-matmul,600,9,1024,100,{'n': 9310}
538320896,False,9,,3747584,0,14639,,21,550461440,256,1,11,256,43ed45e6-c931-4665-bd92-939086e27a22,,180,14638,RAM256,,,0,0,failure,12140544,0,workbench-matmul,180,10,1024,100,{'n': 6410}
538320896,False,10,,2389504,0,9334,,21,550461440,117,0,10,256,7b3972db-c61e-42f0-ac4f-580231b2d322,,10,9333,RAM256,,,0,0,0,12140544,0,workbench-matmul,30,9,1024,45,{'n': 610}
538320896,False,11,,29742720,15584,11065,,21,550461440,1131,0,11,2688,466d7abe-6e66-479e-8fc5-6b2902fefa8a,,780,11064,RAM2688,,,7713,0,0,12140544,7871,workbench-matmul,15630,10,1024,42,{'n': 6610}
