fd_max,insights_duration,shutdown_reason,used_memory_max,total_network,cpu_system_time,tx_bytes,insight_init_duration,tmp_max,init_duration,payload,request_id,fd_use,agent_memory_max,function_name,cold_start,version,start_time,total_memory,tmp_free,tmp_used,rx_bytes,agent_memory_avg,duration,billed_mb_ms,memory_used,memory_size,billed_duration,shutdown,threads_max,memory_utilisation,cpu_user_time
1024.0,8.0,0,73.0,1677.0,20.0,548.0,0.0,550461440.0,,{'n': 9910},9e888ead-5558-46ad-8976-579f18cbe88a,20.0,9.0,sebs-floatOperation,False,RAM1024,1722578906996,1024.0,538320896.0,12140544.0,1129.0,9.0,9,9216.0,73,1024,9.0,0.0,10.0,7.0,20.0
1024.0,5.0,0,73.0,0.0,0.0,0.0,0.0,550461440.0,,{'n': 4910},4b156e08-63ed-46d8-b836-0c4940d29858,19.0,10.0,sebs-floatOperation,False,RAM1408,1722578904155,1408.0,538320896.0,12140544.0,0.0,10.0,6,8448.0,73,1408,6.0,0.0,10.0,5.0,0.0
1024.0,2.0,0,73.0,1463.0,0.0,408.0,0.0,550461440.0,,{'n': 10},c670642e-3add-40e5-81fa-3faa68f7feed,19.0,9.0,sebs-floatOperation,False,RAM1536,1722578904258,1536.0,538320896.0,12140544.0,1055.0,9.0,3,4608.0,73,1536,3.0,0.0,10.0,4.0,10.0
1024.0,3.0,0,73.0,0.0,0.0,0.0,0.0,550461440.0,,{'n': 1410},9f16e530-3023-4bfc-b4c1-ef0bb7f2ebc0,20.0,10.0,sebs-floatOperation,False,RAM1408,1722578904698,1408.0,538320896.0,12140544.0,0.0,10.0,4,5632.0,73,1408,4.0,0.0,11.0,5.0,0.0
1024.0,6.0,0,74.0,10976.0,0.0,3398.0,0.0,550461440.0,,{'n': 5110},8a5615dd-6b2e-448b-93b2-60efe7f09d64,19.0,9.0,sebs-floatOperation,False,RAM896,1722578907752,896.0,538320896.0,12140544.0,7578.0,9.0,7,6272.0,74,896,7.0,0.0,10.0,8.0,10.0
1024.0,5.0,0,72.0,11717.0,10.0,4605.0,0.0,550461440.0,,{'n': 2410},082155ac-86eb-459d-84d8-f090a9a39843,20.0,9.0,sebs-floatOperation,False,RAM768,1722578903972,768.0,538320896.0,12140544.0,7112.0,9.0,6,4608.0,72,768,6.0,0.0,10.0,9.0,0.0
1024.0,6.0,0,72.0,84.0,60.0,42.0,560.0,550461440.0,560.0,{'n': 10},a3d532f1-0f61-4f06-97d8-d5e3ee047ae6,21.0,9.0,sebs-floatOperation,True,RAM896,1722578902289,896.0,538324992.0,12136448.0,42.0,8.0,7,6272.0,72,896,7.0,0.0,10.0,8.0,20.0
1024.0,6.0,0,74.0,12710.0,0.0,4725.0,0.0,550461440.0,,{'n': 7710},57da450e-a59d-48aa-8ddd-8f6bca5d3290,20.0,10.0,sebs-floatOperation,False,RAM1664,1722578908337,1664.0,538320896.0,12140544.0,7985.0,10.0,7,11648.0,74,1664,7.0,0.0,10.0,4.0,10.0
1024.0,4.0,0,73.0,0.0,0.0,0.0,0.0,550461440.0,,{'n': 4010},4ef5336a-6328-4c3e-9084-f1382e908338,19.0,10.0,sebs-floatOperation,False,RAM1152,1722578904941,1152.0,538320896.0,12140544.0,0.0,10.0,5,5760.0,73,1152,5.0,0.0,11.0,6.0,10.0
1024.0,4.0,0,73.0,0.0,0.0,0.0,0.0,550461440.0,,{'n': 3810},c47c4255-2b64-46e5-8bc1-1401c639105e,19.0,9.0,sebs-floatOperation,False,RAM1920,1722578904395,1920.0,538320896.0,12140544.0,0.0,9.0,5,9600.0,73,1920,5.0,0.0,10.0,3.0,10.0
1024.0,5.0,0,74.0,12934.0,0.0,5150.0,0.0,550461440.0,,{'n': 5610},8484008b-96a8-4b5c-a823-2fa78921075a,19.0,9.0,sebs-floatOperation,False,RAM2176,1722578908143,2176.0,538320896.0,12140544.0,7784.0,9.0,6,13056.0,74,2176,6.0,0.0,10.0,3.0,0.0
1024.0,17.0,0,73.0,18696.0,0.0,5217.0,0.0,550461440.0,,{'n': 2810},bb5eaf0c-f40a-43a1-87b4-90a6b43c33fa,20.0,9.0,sebs-floatOperation,False,RAM512,1722578903979,512.0,538320896.0,12140544.0,13479.0,9.0,18,9216.0,73,512,18.0,0.0,10.0,14.0,0.0
1024.0,12.0,0,73.0,0.0,0.0,0.0,0.0,550461440.0,,{'n': 2510},9c3dabb2-6849-4af5-9a99-2b61a5e15fd0,20.0,11.0,sebs-floatOperation,False,RAM384,1722578903941,384.0,538320896.0,12140544.0,0.0,11.0,13,4992.0,73,384,13.0,0.0,10.0,19.0,10.0
1024.0,20.0,0,72.0,7891.0,0.0,1255.0,0.0,550461440.0,,{'n': 910},286445d3-1b17-450e-be8c-da3d134940f5,20.0,9.0,sebs-floatOperation,False,RAM256,1722578903955,256.0,538320896.0,12140544.0,6636.0,9.0,21,5376.0,72,256,21.0,0.0,10.0,28.0,10.0
1024.0,2.0,0,74.0,0.0,10.0,0.0,0.0,550461440.0,,{'n': 210},7e967b3e-c513-45bd-bff9-14dd42d2145d,20.0,11.0,sebs-floatOperation,False,RAM2560,1722578905131,2560.0,538320896.0,12140544.0,0.0,11.0,3,7680.0,74,2560,3.0,0.0,11.0,2.0,0.0
1024.0,7.0,0,73.0,11118.0,10.0,3298.0,0.0,550461440.0,,{'n': 6510},43e02cee-7289-47b6-9e9b-6ab4a6538116,19.0,10.0,sebs-floatOperation,False,RAM1664,1722578906467,1664.0,538320896.0,12140544.0,7820.0,10.0,8,13312.0,73,1664,8.0,0.0,10.0,4.0,20.0
1024.0,5.0,0,74.0,0.0,0.0,0.0,0.0,550461440.0,,{'n': 5710},55c0080f-44cb-4abc-b82c-4d81376918c0,20.0,10.0,sebs-floatOperation,False,RAM1280,1722578906994,1280.0,538320896.0,12140544.0,0.0,10.0,6,7680.0,74,1280,6.0,0.0,10.0,5.0,0.0
1024.0,4.0,0,74.0,0.0,0.0,0.0,0.0,550461440.0,,{'n': 2610},5c4301a2-1531-4574-9e07-b0337cee59af,19.0,10.0,sebs-floatOperation,False,RAM768,1722578904719,768.0,538320896.0,12140544.0,0.0,10.0,5,3840.0,74,768,5.0,0.0,10.0,9.0,0.0
1024.0,8.0,0,73.0,3557.0,0.0,3230.0,0.0,550461440.0,,{'n': 2510},ff71a903-33d3-479c-99d6-d63d772f51b8,20.0,9.0,sebs-floatOperation,False,RAM640,1722578903949,640.0,538320896.0,12140544.0,327.0,9.0,9,5760.0,73,640,9.0,0.0,10.0,11.0,10.0
1024.0,6.0,0,72.0,84.0,170.0,42.0,467.0,550461440.0,467.0,{'n': 4710},2b607d3f-0618-42bb-b8f3-c405fc257179,20.0,9.0,sebs-floatOperation,True,RAM1920,1722578902890,1920.0,538324992.0,12136448.0,42.0,8.0,7,13440.0,72,1920,7.0,0.0,9.0,3.0,160.0
1024.0,11.0,0,74.0,0.0,0.0,0.0,0.0,550461440.0,,{'n': 9210},bbe97279-333d-40f2-9c5b-08b99237d556,20.0,11.0,sebs-floatOperation,False,RAM640,1722578906703,640.0,538320896.0,12140544.0,0.0,11.0,12,7680.0,74,640,12.0,0.0,10.0,11.0,10.0
1024.0,7.0,0,73.0,22875.0,0.0,7562.0,0.0,550461440.0,,{'n': 6710},89e7ad5d-92a0-4b8d-b825-37f92da5d176,20.0,9.0,sebs-floatOperation,False,RAM1792,1722578908093,1792.0,538320896.0,12140544.0,15313.0,9.0,8,14336.0,73,1792,8.0,0.0,10.0,4.0,20.0
1024.0,18.0,0,74.0,0.0,0.0,0.0,0.0,550461440.0,,{'n': 9410},39289f8e-1c88-47a1-9e76-e1947bd8cdca,20.0,10.0,sebs-floatOperation,False,RAM640,1722578908298,640.0,538320896.0,12140544.0,0.0,10.0,19,12160.0,74,640,19.0,0.0,10.0,11.0,10.0
1024.0,7.0,0,74.0,628.0,0.0,132.0,0.0,550461440.0,,{'n': 8410},4fad032d-d61a-423f-b00b-d5e5b24a274a,20.0,11.0,sebs-floatOperation,False,RAM2688,1722578908555,2688.0,538320896.0,12140544.0,496.0,11.0,8,21504.0,74,2688,8.0,0.0,10.0,2.0,30.0
1024.0,21.0,0,72.0,84.0,60.0,42.0,524.0,550461440.0,524.0,{'n': 1310},fa12731e-e652-4e32-8431-c7fc0895ea92,20.0,9.0,sebs-floatOperation,True,RAM384,1722578901599,384.0,538324992.0,12136448.0,42.0,8.0,22,8448.0,72,384,22.0,0.0,10.0,18.0,60.0
1024.0,4.0,0,73.0,0.0,0.0,0.0,0.0,550461440.0,,{'n': 3910},6b0c5374-5b5c-4b45-8d7c-6855f10dd585,19.0,10.0,sebs-floatOperation,False,RAM2944,1722578905231,2944.0,538320896.0,12140544.0,0.0,10.0,5,14720.0,73,2944,5.0,0.0,10.0,2.0,20.0
1024.0,5.0,0,74.0,10944.0,0.0,4289.0,0.0,550461440.0,,{'n': 5910},0920b329-8ad9-4a0f-ba33-2ac1d82283fc,19.0,9.0,sebs-floatOperation,False,RAM3008,1722578907448,3008.0,538320896.0,12140544.0,6655.0,9.0,6,18048.0,74,3008,6.0,0.0,10.0,2.0,0.0
1024.0,6.0,0,74.0,0.0,10.0,0.0,0.0,550461440.0,,{'n': 6810},d5aa19f5-b6df-46e1-9dc5-c4c870976ffc,19.0,10.0,sebs-floatOperation,False,RAM1024,1722578907955,1024.0,538320896.0,12140544.0,0.0,10.0,7,7168.0,74,1024,7.0,0.0,10.0,7.0,10.0
1024.0,6.0,0,74.0,0.0,0.0,0.0,0.0,550461440.0,,{'n': 6410},aeb379bd-93ee-47be-8a6e-9038a438bdeb,20.0,9.0,sebs-floatOperation,False,RAM2304,1722578906619,2304.0,538320896.0,12140544.0,0.0,9.0,7,16128.0,74,2304,7.0,0.0,10.0,3.0,10.0
1024.0,5.0,0,73.0,9265.0,10.0,2742.0,0.0,550461440.0,,{'n': 2710},fb63443e-ea68-41c1-88fe-61145b1ded7e,19.0,9.0,sebs-floatOperation,False,RAM1536,1722578904843,1536.0,538320896.0,12140544.0,6523.0,9.0,6,9216.0,73,1536,6.0,0.0,10.0,4.0,0.0
1024.0,16.0,0,74.0,0.0,0.0,0.0,0.0,550461440.0,,{'n': 6510},e12e0be2-af99-45f3-bfa0-3b5c8319d5a9,19.0,10.0,sebs-floatOperation,False,RAM512,1722578907046,512.0,538320896.0,12140544.0,0.0,10.0,17,8704.0,74,512,17.0,0.0,9.0,14.0,10.0
1024.0,5.0,0,72.0,84.0,80.0,42.0,519.0,550461440.0,519.0,{'n': 210},a2b395a2-3f87-4db0-9e7a-19ad134b67ba,21.0,9.0,sebs-floatOperation,True,RAM1024,1722578902199,1024.0,538324992.0,12136448.0,42.0,8.0,6,6144.0,72,1024,6.0,0.0,9.0,7.0,30.0
1024.0,7.0,0,74.0,0.0,0.0,0.0,0.0,550461440.0,,{'n': 8910},d27f5830-1ded-4fee-b3ec-c82df52fba87,20.0,10.0,sebs-floatOperation,False,RAM1024,1722578908173,1024.0,538320896.0,12140544.0,0.0,10.0,8,8192.0,74,1024,8.0,0.0,10.0,7.0,10.0
1024.0,2.0,0,74.0,0.0,0.0,0.0,0.0,550461440.0,,{'n': 710},1b3cbb9b-1ba6-44be-a451-50efc987f63c,20.0,10.0,sebs-floatOperation,False,RAM3008,1722578905334,3008.0,538320896.0,12140544.0,0.0,10.0,3,9024.0,74,3008,3.0,0.0,10.0,2.0,0.0
1024.0,5.0,0,74.0,0.0,0.0,0.0,0.0,550461440.0,,{'n': 6210},fcc45821-69a4-415a-af9c-708edbf809f3,19.0,10.0,sebs-floatOperation,False,RAM2048,1722578906651,2048.0,538320896.0,12140544.0,0.0,10.0,6,12288.0,74,2048,6.0,0.0,10.0,3.0,0.0
1024.0,4.0,0,74.0,3231.0,0.0,3165.0,0.0,550461440.0,,{'n': 3010},5d5aa7ae-d2ff-44e0-99b2-333291c707cc,20.0,10.0,sebs-floatOperation,False,RAM1792,1722578904715,1792.0,538320896.0,12140544.0,66.0,10.0,5,8960.0,74,1792,5.0,0.0,10.0,4.0,0.0
1024.0,8.0,0,74.0,20996.0,0.0,7002.0,0.0,550461440.0,,{'n': 9710},ab119287-992c-4919-9bce-8ac5ec6c8e2e,19.0,9.0,sebs-floatOperation,False,RAM2688,1722578908803,2688.0,538320896.0,12140544.0,13994.0,9.0,9,24192.0,74,2688,9.0,0.0,10.0,2.0,0.0
1024.0,11.0,0,74.0,0.0,0.0,0.0,0.0,550461440.0,,{'n': 8710},2964a5fd-ad4a-44ec-a7fa-062896957ece,20.0,11.0,sebs-floatOperation,False,RAM384,1722578908106,384.0,538320896.0,12140544.0,0.0,11.0,12,4608.0,74,384,12.0,0.0,10.0,19.0,20.0
1024.0,2.0,0,74.0,0.0,0.0,0.0,0.0,550461440.0,,{'n': 10},85527ed0-c87b-49ea-ba5f-ccb652be909b,20.0,10.0,sebs-floatOperation,False,RAM1024,1722578904938,1024.0,538320896.0,12140544.0,0.0,10.0,3,3072.0,74,1024,3.0,0.0,10.0,7.0,0.0
1024.0,5.0,0,72.0,84.0,70.0,42.0,513.0,550461440.0,513.0,{'n': 1010},9f162a10-a4f8-4736-a117-1ff8949a52f9,21.0,9.0,sebs-floatOperation,True,RAM1920,1722578902987,1920.0,538324992.0,12136448.0,42.0,8.0,6,11520.0,72,1920,6.0,0.0,10.0,3.0,40.0
1024.0,93.0,0,74.0,0.0,0.0,0.0,0.0,550461440.0,,{'n': 6010},45bb4258-47e8-446c-9ae8-0871cc8d3676,20.0,10.0,sebs-floatOperation,False,RAM128,1722578907120,128.0,538320896.0,12140544.0,0.0,10.0,94,12032.0,74,128,94.0,0.0,9.0,57.0,0.0
1024.0,5.0,0,74.0,26494.0,0.0,26362.0,0.0,550461440.0,,{'n': 6110},2ee7cd00-ef4b-40ad-bf75-b32fba92e908,19.0,10.0,sebs-floatOperation,False,RAM2944,1722578907592,2944.0,538320896.0,12140544.0,132.0,10.0,6,17664.0,74,2944,6.0,0.0,10.0,2.0,0.0
1024.0,3.0,0,73.0,0.0,0.0,0.0,0.0,550461440.0,,{'n': 1010},f0839f52-ce9c-4996-9c94-4dcfffb57d5e,19.0,10.0,sebs-floatOperation,False,RAM3008,1722578905370,3008.0,538320896.0,12140544.0,0.0,10.0,4,12032.0,73,3008,4.0,0.0,10.0,2.0,20.0
1024.0,3.0,0,73.0,0.0,10.0,0.0,0.0,550461440.0,,{'n': 510},0f6e3f27-7cd6-4d5a-ae7a-d63a60e55f5d,19.0,10.0,sebs-floatOperation,False,RAM896,1722578903946,896.0,538320896.0,12140544.0,0.0,10.0,4,3584.0,73,896,4.0,0.0,10.0,8.0,0.0
1024.0,6.0,0,72.0,84.0,90.0,42.0,505.0,550461440.0,505.0,{'n': 2810},e0aebb9a-de4f-4ccb-8c26-e5f77e1dee50,20.0,9.0,sebs-floatOperation,True,RAM2560,1722578903485,2560.0,538324992.0,12136448.0,42.0,8.0,7,17920.0,72,2560,7.0,0.0,10.0,2.0,50.0
1024.0,6.0,0,74.0,10861.0,10.0,10465.0,0.0,550461440.0,,{'n': 6610},3704da66-3c57-4d29-8430-1863c01c1b13,19.0,10.0,sebs-floatOperation,False,RAM1536,1722578908099,1536.0,538320896.0,12140544.0,396.0,10.0,7,10752.0,74,1536,7.0,0.0,10.0,4.0,0.0
1024.0,6.0,0,74.0,11852.0,0.0,10990.0,0.0,550461440.0,,{'n': 8610},84bedda9-bafe-4914-a49b-a877f2ddfa24,20.0,11.0,sebs-floatOperation,False,RAM2816,1722578906957,2816.0,538320896.0,12140544.0,862.0,11.0,7,19712.0,74,2816,7.0,0.0,10.0,2.0,0.0
1024.0,7.0,0,74.0,0.0,10.0,0.0,0.0,550461440.0,,{'n': 8410},6cafb883-0813-4d6b-a93c-7297a01e06d1,20.0,10.0,sebs-floatOperation,False,RAM1664,1722578907541,1664.0,538320896.0,12140544.0,0.0,10.0,8,13312.0,74,1664,8.0,0.0,10.0,4.0,0.0
1024.0,7.0,0,74.0,0.0,10.0,0.0,0.0,550461440.0,,{'n': 9510},4a337f31-1f68-45fe-9a72-465f70e8efd9,19.0,10.0,sebs-floatOperation,False,RAM768,1722578907600,768.0,538320896.0,12140544.0,0.0,10.0,8,6144.0,74,768,8.0,0.0,10.0,9.0,10.0
1024.0,5.0,0,74.0,0.0,0.0,0.0,0.0,550461440.0,,{'n': 5310},2b808454-e7eb-4583-a7a5-ceb865eda60a,19.0,10.0,sebs-floatOperation,False,RAM768,1722578905980,768.0,538320896.0,12140544.0,0.0,10.0,6,4608.0,74,768,6.0,0.0,10.0,9.0,10.0
1024.0,7.0,0,74.0,15483.0,0.0,6942.0,0.0,550461440.0,,{'n': 6810},e3648ae6-d4b1-4edb-8292-2af53fdc0a16,20.0,10.0,sebs-floatOperation,False,RAM1536,1722578908056,1536.0,538320896.0,12140544.0,8541.0,10.0,8,12288.0,74,1536,8.0,0.0,10.0,4.0,10.0
1024.0,4.0,0,74.0,0.0,10.0,0.0,0.0,550461440.0,,{'n': 3910},4fd56540-75b6-4b24-a4d3-ac12124a0856,19.0,10.0,sebs-floatOperation,False,RAM1408,1722578904931,1408.0,538320896.0,12140544.0,0.0,10.0,5,7040.0,74,1408,5.0,0.0,11.0,5.0,10.0
1024.0,11.0,0,72.0,84.0,80.0,42.0,0.0,550461440.0,,{'n': 4610},65c72b2b-0745-4de7-a9d7-52d889c0d90d,21.0,9.0,sebs-floatOperation,False,RAM896,1722578901830,896.0,538320896.0,12140544.0,42.0,9.0,12,10752.0,72,896,12.0,0.0,10.0,8.0,60.0
1024.0,6.0,0,74.0,1570.0,0.0,482.0,0.0,550461440.0,,{'n': 6010},4ae45c5d-74c6-4bc8-bedd-f9eae92fbc39,19.0,9.0,sebs-floatOperation,False,RAM1024,1722578908116,1024.0,538320896.0,12140544.0,1088.0,9.0,7,7168.0,74,1024,7.0,0.0,10.0,7.0,0.0
1024.0,3.0,0,73.0,0.0,0.0,0.0,0.0,550461440.0,,{'n': 710},28b8f571-14f0-4ee7-bfa1-0d893aa34f1b,20.0,10.0,sebs-floatOperation,False,RAM896,1722578904007,896.0,538320896.0,12140544.0,0.0,10.0,4,3584.0,73,896,4.0,0.0,10.0,8.0,10.0
1024.0,6.0,0,74.0,0.0,0.0,0.0,0.0,550461440.0,,{'n': 7410},8b88ce6d-dc49-4a08-860c-f23aab68543d,19.0,10.0,sebs-floatOperation,False,RAM1792,1722578908157,1792.0,538320896.0,12140544.0,0.0,10.0,7,12544.0,74,1792,7.0,0.0,10.0,4.0,10.0
1024.0,2.0,0,74.0,0.0,0.0,0.0,0.0,550461440.0,,{'n': 710},6f7d1c53-c492-4519-a21e-ba84c5b1f1d4,19.0,9.0,sebs-floatOperation,False,RAM1152,1722578904941,1152.0,538320896.0,12140544.0,0.0,9.0,3,3456.0,74,1152,3.0,0.0,10.0,6.0,0.0
1024.0,4.0,0,73.0,0.0,0.0,0.0,0.0,550461440.0,,{'n': 1910},e2e681f6-b184-4b45-a9b8-99df2a4cf329,19.0,10.0,sebs-floatOperation,False,RAM2176,1722578904368,2176.0,538320896.0,12140544.0,0.0,10.0,5,10880.0,73,2176,5.0,0.0,10.0,3.0,0.0
1024.0,8.0,0,72.0,84.0,70.0,42.0,495.0,550461440.0,495.0,{'n': 4710},d78f07f3-eec0-4eb0-b27b-45d4adb4072f,20.0,9.0,sebs-floatOperation,True,RAM2816,1722578903604,2816.0,538324992.0,12136448.0,42.0,8.0,9,25344.0,72,2816,9.0,0.0,10.0,2.0,70.0
1024.0,4.0,0,73.0,0.0,0.0,0.0,0.0,550461440.0,,{'n': 3210},5f241b99-d27a-4d46-9aa3-c4d6f276aeb0,19.0,11.0,sebs-floatOperation,False,RAM2304,1722578905083,2304.0,538320896.0,12140544.0,0.0,11.0,5,11520.0,73,2304,5.0,0.0,10.0,3.0,10.0
1024.0,5.0,0,74.0,0.0,0.0,0.0,0.0,550461440.0,,{'n': 6210},4e22dad5-cc03-41ca-a033-50d1676a65c4,19.0,10.0,sebs-floatOperation,False,RAM2432,1722578907456,2432.0,538320896.0,12140544.0,0.0,10.0,6,14592.0,74,2432,6.0,0.0,10.0,3.0,10.0
1024.0,7.0,0,74.0,0.0,0.0,0.0,0.0,550461440.0,,{'n': 8710},6d62a34e-5447-49d3-b298-61fb1da6d780,20.0,10.0,sebs-floatOperation,False,RAM2560,1722578908689,2560.0,538320896.0,12140544.0,0.0,10.0,8,20480.0,74,2560,8.0,0.0,10.0,2.0,20.0
1024.0,6.0,0,73.0,1801.0,0.0,614.0,0.0,550461440.0,,{'n': 7610},ab008ddd-e06c-4d88-8525-e46a7cd1dece,20.0,9.0,sebs-floatOperation,False,RAM2048,1722578908407,2048.0,538320896.0,12140544.0,1187.0,9.0,7,14336.0,73,2048,7.0,0.0,10.0,3.0,20.0
1024.0,6.0,0,73.0,0.0,0.0,0.0,0.0,550461440.0,,{'n': 7110},9f9e9c4a-ac2d-4624-80fb-690b3ed58023,19.0,9.0,sebs-floatOperation,False,RAM896,1722578906353,896.0,538320896.0,12140544.0,0.0,9.0,7,6272.0,73,896,7.0,0.0,10.0,8.0,0.0
1024.0,5.0,0,74.0,0.0,0.0,0.0,0.0,550461440.0,,{'n': 5510},39df6e05-2edb-4a2a-af50-99c7197533bd,19.0,10.0,sebs-floatOperation,False,RAM2432,1722578907404,2432.0,538320896.0,12140544.0,0.0,10.0,6,14592.0,74,2432,6.0,0.0,10.0,3.0,0.0
1024.0,9.0,0,74.0,0.0,10.0,0.0,0.0,550461440.0,,{'n': 5310},87afdf99-3ace-4f67-8736-14f5f09fef28,20.0,10.0,sebs-floatOperation,False,RAM512,1722578907740,512.0,538320896.0,12140544.0,0.0,10.0,10,5120.0,74,512,10.0,0.0,10.0,14.0,10.0
1024.0,6.0,0,74.0,0.0,0.0,0.0,0.0,550461440.0,,{'n': 5610},6f2850d9-7ed3-46e6-bd97-6ab48d51cf77,20.0,11.0,sebs-floatOperation,False,RAM896,1722578907102,896.0,538320896.0,12140544.0,0.0,11.0,7,6272.0,74,896,7.0,0.0,10.0,8.0,10.0
1024.0,18.0,0,74.0,0.0,0.0,0.0,0.0,550461440.0,,{'n': 5610},dc2ec40e-fbe6-4524-8e9b-bb4946c64d03,19.0,10.0,sebs-floatOperation,False,RAM512,1722578907718,512.0,538320896.0,12140544.0,0.0,10.0,19,9728.0,74,512,19.0,0.0,10.0,14.0,0.0
1024.0,14.0,0,74.0,0.0,10.0,0.0,0.0,550461440.0,,{'n': 7210},e0a4d53f-e0bb-4500-8e03-5e4ff6b98fe0,20.0,10.0,sebs-floatOperation,False,RAM512,1722578906318,512.0,538320896.0,12140544.0,0.0,10.0,15,7680.0,74,512,15.0,0.0,10.0,14.0,10.0
1024.0,8.0,0,72.0,84.0,90.0,42.0,515.0,550461440.0,515.0,{'n': 4210},49800dc4-9e7d-4625-a9c6-6a03d43d5736,23.0,9.0,sebs-floatOperation,True,RAM2560,1722578903173,2560.0,538324992.0,12136448.0,42.0,8.0,9,23040.0,72,2560,9.0,0.0,10.0,2.0,40.0
1024.0,7.0,0,73.0,12206.0,0.0,4717.0,0.0,550461440.0,,{'n': 8510},9e419fd3-13f9-4cb8-889c-101ba34fc063,20.0,9.0,sebs-floatOperation,False,RAM1920,1722578908485,1920.0,538320896.0,12140544.0,7489.0,9.0,8,15360.0,73,1920,8.0,0.0,10.0,3.0,0.0
1024.0,17.0,0,74.0,19557.0,20.0,4803.0,0.0,550461440.0,,{'n': 8810},3648a814-fae0-4f5d-a4ac-31826c0d9c14,19.0,9.0,sebs-floatOperation,False,RAM768,1722578908022,768.0,538320896.0,12140544.0,14754.0,9.0,18,13824.0,74,768,18.0,0.0,10.0,9.0,30.0
1024.0,7.0,0,74.0,0.0,10.0,0.0,0.0,550461440.0,,{'n': 9610},7459b98d-8e7e-416a-9ab3-c3793befb638,20.0,11.0,sebs-floatOperation,False,RAM1920,1722578907823,1920.0,538320896.0,12140544.0,0.0,11.0,8,15360.0,74,1920,8.0,0.0,10.0,3.0,10.0
1024.0,6.0,0,74.0,0.0,0.0,0.0,0.0,550461440.0,,{'n': 6410},a07fb661-d75f-49fd-b74d-ef8136cca850,19.0,10.0,sebs-floatOperation,False,RAM2432,1722578906615,2432.0,538320896.0,12140544.0,0.0,10.0,7,17024.0,74,2432,7.0,0.0,9.0,3.0,10.0
1024.0,119.0,0,72.0,84.0,80.0,42.0,538.0,550461440.0,538.0,{'n': 3210},7e05e3e7-4989-423e-9b4a-b844350feb30,21.0,9.0,sebs-floatOperation,True,RAM128,1722578901621,128.0,538324992.0,12136448.0,42.0,8.0,120,15360.0,72,128,120.0,0.0,10.0,56.0,40.0
1024.0,4.0,0,74.0,496.0,0.0,66.0,0.0,550461440.0,,{'n': 4510},c2a22555-8f04-42a9-b9a9-52f2e7e2e81b,19.0,10.0,sebs-floatOperation,False,RAM2048,1722578905104,2048.0,538320896.0,12140544.0,430.0,10.0,5,10240.0,74,2048,5.0,0.0,10.0,3.0,0.0
1024.0,86.0,0,72.0,84.0,90.0,42.0,393.0,550461440.0,393.0,{'n': 2710},6a3b4ed9-40ff-4a67-b545-a87123b105dc,20.0,9.0,sebs-floatOperation,True,RAM128,1722578901464,128.0,538324992.0,12136448.0,42.0,8.0,87,11136.0,72,128,87.0,0.0,11.0,56.0,20.0
1024.0,6.0,0,73.0,5906.0,0.0,4381.0,0.0,550461440.0,,{'n': 6310},3eb82e30-3616-4508-96ab-648bac65a2e3,20.0,9.0,sebs-floatOperation,False,RAM2944,1722578907508,2944.0,538320896.0,12140544.0,1525.0,9.0,7,20608.0,73,2944,7.0,0.0,10.0,2.0,10.0
1024.0,2.0,0,73.0,9199.0,0.0,2808.0,0.0,550461440.0,,{'n': 110},2922393f-dc1b-45fa-a1ea-242ddc30a1d9,20.0,9.0,sebs-floatOperation,False,RAM640,1722578903983,640.0,538320896.0,12140544.0,6391.0,9.0,3,1920.0,73,640,3.0,0.0,9.0,11.0,10.0
1024.0,5.0,0,72.0,84.0,70.0,42.0,548.0,550461440.0,548.0,{'n': 1710},f37580f5-7dae-4e0c-bb62-b0c662512b89,20.0,9.0,sebs-floatOperation,True,RAM1664,1722578902465,1664.0,538324992.0,12136448.0,42.0,8.0,6,9984.0,72,1664,6.0,0.0,10.0,4.0,30.0
1024.0,5.0,0,74.0,0.0,0.0,0.0,0.0,550461440.0,,{'n': 5510},e13949bb-76fd-4780-89e9-af8f568e8666,20.0,10.0,sebs-floatOperation,False,RAM2048,1722578908166,2048.0,538320896.0,12140544.0,0.0,10.0,6,12288.0,74,2048,6.0,0.0,10.0,3.0,10.0
1024.0,6.0,0,72.0,84.0,70.0,42.0,516.0,550461440.0,516.0,{'n': 2510},732eb8ba-c92a-48c3-9d8b-62d9ea4e5b21,21.0,9.0,sebs-floatOperation,True,RAM2432,1722578903179,2432.0,538324992.0,12136448.0,42.0,8.0,7,17024.0,72,2432,7.0,0.0,10.0,2.0,40.0
1024.0,4.0,0,73.0,3229.0,0.0,3163.0,0.0,550461440.0,,{'n': 3110},dddf13fb-89de-4d4f-bb76-225ae86f0247,20.0,10.0,sebs-floatOperation,False,RAM1408,1722578905117,1408.0,538320896.0,12140544.0,66.0,10.0,5,7040.0,73,1408,5.0,0.0,9.0,5.0,10.0
1024.0,6.0,0,72.0,0.0,10.0,0.0,0.0,550461440.0,,{'n': 4410},f680e2c0-d573-4bb5-b160-e6df583b4309,20.0,9.0,sebs-floatOperation,False,RAM2688,1722578904126,2688.0,538324992.0,12136448.0,0.0,9.0,7,18816.0,72,2688,7.0,0.0,10.0,2.0,10.0
