version,total_memory,tmp_max,cpu_user_time,fd_use,tmp_used,rx_bytes,request_id,payload,insights_duration,shutdown,duration,threads_max,init_duration,agent_memory_max,agent_memory_avg,total_network,billed_duration,function_error,cold_start,insight_init_duration,billed_mb_ms,fd_max,memory_used,memory_size,memory_utilisation,shutdown_reason,cpu_system_time,start_time,tmp_free,function_name,tx_bytes,used_memory_max
RAM1792,1792,550461440,3120,21,12140544,156,85a304d8-c7c6-4296-89b6-60fc41bdc0eb,{'n': 3810},3355,0,3356,10,,11,11,288,3356,,False,0,6013952,1024,493,1792,27,0,290,1722318929785,538320896,workbench-matmul,132,493
RAM1664,1664,550461440,4220,22,12140544,15975,25d410c4-1c21-4b8f-aeb6-5cc042818e8e,{'n': 4210},4937,0,4938,10,,10,10,27274,4938,,False,0,8216832,1024,529,1664,31,0,410,1722318933763,538320896,workbench-matmul,11299,529
RAM768,768,550461440,1970,22,12140544,538,0c361ba9-8594-40bf-be74-f3b8109a3d39,{'n': 3210},4828,0,4829,9,,10,10,3790,4829,,False,0,3708672,1024,527,768,68,0,80,1722318934779,538320896,workbench-matmul,3252,527
RAM512,512,550461440,450,21,12140544,7879,282ddfbb-52f9-46dd-b61b-b53c23ed9f55,{'n': 7210},3751,1,3752,9,,10,10,15581,3752,Runtime exited with error: signal: killed,False,0,1921024,1024,513,512,100,failure,230,1722319100610,538320896,workbench-matmul,7702,513
RAM3008,3008,550461440,250,22,12136448,42,6e86d050-59f2-4e66-87f9-38b6e64d16c6,{'n': 1510},194,0,195,10,1192,9,9,84,195,,True,1192,586560,1024,167,3008,5,0,110,1722318921488,538324992,workbench-matmul,42,167
RAM256,256,550461440,0,21,12140544,430,af02fe34-378f-402f-b47e-c772953ae13b,{'n': 8410},6,0,7,9,,10,10,562,7,,False,0,1792,1024,107,256,41,0,10,1722319111484,538320896,workbench-matmul,132,107
RAM1792,1792,550461440,10,22,12136448,42,46d7a4e6-b21a-4368-aca9-96256fe16470,{'n': 310},15,0,16,10,1282,9,8,84,16,,True,1282,28672,1024,116,1792,6,0,50,1722318918347,538324992,workbench-matmul,42,116
RAM2688,2688,550461440,24530,21,12140544,7821,ae880325-ab04-4ad4-b671-2da9e6ec3a78,{'n': 7710},17106,0,17107,10,,11,11,15590,17107,,False,0,45983616,1024,1951,2688,72,0,910,1722319076186,538320896,workbench-matmul,7769,1951
RAM1408,1408,550461440,1790,21,12140544,496,c77abb22-972d-4186-b9e8-c8c8e5118c83,{'n': 3110},2422,0,2423,9,,11,11,3707,2423,,False,0,3411584,1024,563,1408,39,0,90,1722318939645,538320896,workbench-matmul,3211,563
RAM2944,2944,550461440,5730,22,12140544,538,d97b7b68-c5e9-4afd-9e0f-f3cc4635d898,{'n': 4710},3898,0,3899,10,,10,10,3794,3899,,False,0,11478656,1024,631,2944,21,0,450,1722318946648,538320896,workbench-matmul,3256,631
RAM2560,2560,550461440,1020,21,12140544,222,05ac0ac6-4e5f-489d-9715-71d819da4f74,{'n': 2610},806,0,807,10,,11,11,300,807,,False,0,2065920,1024,404,2560,15,0,80,1722318934542,538320896,workbench-matmul,78,404
RAM640,640,550461440,80,22,12136448,42,b40f515a-1e95-4fb7-9d74-337c6d00e0fe,{'n': 10},10,0,11,10,1259,9,8,84,11,,True,1259,7040,1024,110,640,17,0,160,1722318915214,538324992,workbench-matmul,42,110
RAM2176,2176,550461440,18480,22,12136448,42,8ac2c26a-34a3-47cf-b2bf-ecc10c91b3a3,{'n': 7010},16519,0,16520,10,1253,9,9,84,16520,,True,1253,35947520,1024,1252,2176,57,0,1360,1722319019241,538324992,workbench-matmul,42,1252
RAM1408,1408,550461440,9350,21,12140544,264,4aebc957-2be3-4a51-b225-ad050076e676,{'n': 5510},13420,0,13421,10,,10,10,384,13421,,False,0,18896768,1024,815,1408,57,0,230,1722319016723,538320896,workbench-matmul,120,815
RAM2432,2432,550461440,20170,21,12140544,15951,1da8d198-fbd4-444d-bfde-ecbccd774e8d,{'n': 7210},16098,0,16099,10,,10,10,27286,16099,,False,0,39152768,1024,1321,2432,54,0,1550,1722319020854,538320896,workbench-matmul,11335,1321
RAM2816,2816,550461440,10,22,12136448,0,4716a9f9-e0e8-460a-91e3-b3cdb0ba4fb0,{'n': 510},14,0,15,10,,9,9,0,15,,False,0,42240,1024,183,2816,6,0,0,1722318921429,538324992,workbench-matmul,0,183
RAM1152,1152,550461440,1070,21,12140544,0,af5e64ea-ca25-43e4-8505-4cd518c00b8c,{'n': 9710},4506,1,4507,9,,9,9,0,4507,Runtime exited with error: signal: killed,False,0,5192064,1024,1152,1152,100,failure,320,1722319022857,538320896,workbench-matmul,0,1152
RAM1024,1024,550461440,1440,21,12140544,496,0d238d4f-0411-4053-b644-467747719897,{'n': 2910},2704,0,2705,9,,10,10,3708,2705,,False,0,2769920,1024,571,1024,55,0,80,1722318935802,538320896,workbench-matmul,3212,571
RAM896,896,550461440,860,21,12140544,7611,f5dfcb65-87c1-4691-b28b-5ce8b5a0ce9b,{'n': 9510},3000,1,3001,10,,10,10,15380,3001,Runtime exited with error: signal: killed,False,0,2688896,1024,896,896,100,failure,390,1722319006015,538320896,workbench-matmul,7769,896
RAM1408,1408,550461440,3290,21,12140544,718,8f1449d7-60ae-4def-985a-7d7669a41202,{'n': 4210},6935,0,6936,10,,11,11,4006,6936,,False,0,9765888,1024,560,1408,39,0,170,1722318961841,538320896,workbench-matmul,3288,560
RAM128,128,550461440,0,21,12140544,108,421de0da-d8bb-441b-9132-ca30b46ac17a,{'n': 7210},497,0,498,9,,8,7,3329,498,,False,0,63744,1024,128,128,100,0,0,1722318974266,538320896,workbench-matmul,3221,128
RAM2816,2816,550461440,2660,21,12140544,760,70faba76-071e-4242-95c4-07b7fae9ffa8,{'n': 3610},1812,0,1813,10,,11,11,4091,1813,,False,0,5105408,1024,705,2816,25,0,100,1722318956767,538320896,workbench-matmul,3331,705
RAM896,896,550461440,230,21,12140544,0,ba002d54-a92b-45c9-9b92-2efbd434985c,{'n': 1510},591,0,592,10,,10,10,0,592,,False,0,530432,1024,548,896,61,0,60,1722318948021,538320896,workbench-matmul,0,548
RAM256,256,550461440,20,20,12140544,0,f8fedae0-64d8-4cf2-b234-e96769b24560,{'n': 9110},9338,0,9339,9,,10,9,0,9339,,False,0,2390784,1024,107,256,41,0,40,1722319075223,538320896,workbench-matmul,0,107
RAM1152,1152,550461440,1110,21,12140544,7677,380fd88d-fa07-4d8f-ae0a-6771d2db4cdb,{'n': 9510},4719,1,4720,10,,11,10,15520,4720,Runtime exited with error: signal: killed,False,0,5437440,1024,1152,1152,100,failure,1760,1722319010797,538320896,workbench-matmul,7843,1152
RAM2688,2688,550461440,31130,21,12140544,7833,66ac075b-4e0b-41d4-9cfc-398e63b48125,{'n': 8410},21747,0,21748,11,,11,11,15624,21748,,False,0,58458624,1024,1834,2688,68,0,1080,1722319110914,538320896,workbench-matmul,7791,1834
RAM1408,1408,550461440,16880,21,12140544,7779,6c5c7bc4-21ba-4702-8a74-b3b44beb226e,{'n': 6710},22042,0,22043,10,,11,11,15636,22043,,False,0,31036544,1024,1373,1408,97,0,340,1722319048264,538320896,workbench-matmul,7857,1373
RAM384,384,550461440,320,21,12140544,222,ffe99a02-cf59-4f9e-aa3e-3ae51ee1b05d,{'n': 5610},10573,1,10574,9,,10,10,300,10574,Runtime exited with error: signal: killed,False,0,4060416,1024,384,384,100,failure,510,1722318996575,538320896,workbench-matmul,78,384
RAM1280,1280,550461440,7990,21,12140544,718,1f9fb513-ad41-40a1-97bc-8ba14f885698,{'n': 5210},11533,0,11534,10,,10,10,4002,11534,,False,0,14763520,1024,800,1280,62,0,410,1722318959915,538320896,workbench-matmul,3284,800
RAM2688,2688,550461440,18950,21,12140544,718,ae619a7e-d632-42d1-9e65-27db7e4f1b89,{'n': 7110},13242,0,13243,11,,11,11,4008,13243,,False,0,35597184,1024,1290,2688,47,0,710,1722319028164,538320896,workbench-matmul,3290,1290
RAM2816,2816,550461440,270,21,12140544,0,1811a329-b69f-45f7-b636-5680deafc414,{'n': 1610},184,0,185,10,,10,10,0,185,,False,0,520960,1024,530,2816,18,0,20,1722318950264,538320896,workbench-matmul,0,530
RAM256,256,550461440,220,21,12140544,16537,fe4472fc-57e9-45d1-a4f8-331eb6a5961a,{'n': 1310},1475,0,1476,9,,10,10,31030,1476,,False,0,377856,1024,209,256,81,0,100,1722318922832,538320896,workbench-matmul,14493,209
RAM896,896,550461440,780,21,12140544,0,db528380-11c6-460e-8c3a-ad02ab7d7112,{'n': 7610},5001,1,5002,10,,10,10,0,5002,Runtime exited with error: signal: killed,False,0,4481792,1024,896,896,100,failure,300,1722319054051,538320896,workbench-matmul,0,896
RAM1280,1280,550461440,280,22,12140544,42,07cd1477-b398-4352-95e4-191947f3fd17,{'n': 1610},515,0,516,10,,10,10,84,516,,False,0,660480,1024,178,1280,13,0,110,1722318917524,538320896,workbench-matmul,42,178
RAM512,512,550461440,380,21,12140544,222,d1c9d40c-e823-434f-9186-c7e0febc6d9a,{'n': 9210},7874,1,7875,9,,11,10,300,7875,Runtime exited with error: signal: killed,False,0,4032000,1024,513,512,100,failure,240,1722319081574,538320896,workbench-matmul,78,513
RAM2816,2816,550461440,10050,21,12140544,7737,063cfb19-b992-4ee5-a8b1-16e356087c64,{'n': 6010},7516,0,7517,10,,10,10,15584,7517,,False,0,21167872,1024,955,2816,33,0,580,1722318996485,538320896,workbench-matmul,7847,955
RAM2688,2688,550461440,70,22,12136448,42,a1b20519-2ddc-4c42-b480-e01354f80bc1,{'n': 810},54,0,55,10,1192,9,8,84,55,,True,1192,147840,1024,128,2688,4,0,60,1722318920005,538324992,workbench-matmul,42,128
RAM256,256,550461440,190,22,12136448,0,69448d02-e2aa-4f2d-ab03-35430a83e384,{'n': 4810},4973,1,4974,11,1267,9,7,0,4974,Runtime exited with error: signal: killed,True,1267,1273344,1024,257,256,100,failure,310,1722318920135,538324992,workbench-matmul,0,257
,,,,,,,0f1123be-9fe6-4b47-b5a7-747ba73ccff7,{'n': 7310},,,7208,,,,,,,Runtime exited with error: signal: killed,,,,,896,896,,,,1722319106374,,,,
RAM640,640,550461440,560,21,12140544,7557,844cb2fb-e0a5-4e13-b2de-56c86dfd0138,{'n': 8510},3035,1,3036,10,,10,10,15258,3036,Runtime exited with error: signal: killed,False,0,1943040,1024,640,640,100,failure,290,1722318985674,538320896,workbench-matmul,7701,640
RAM3008,3008,550461440,44730,21,12140544,7887,41cd6141-229d-41a9-8c6a-31eac2efa57a,{'n': 9410},27731,0,27732,10,,11,11,15720,27732,,False,0,83417856,1024,2368,3008,78,0,1300,1722319223258,538320896,workbench-matmul,7833,2368
RAM640,640,550461440,430,21,12140544,0,4efa0d6f-6e6c-4208-be6f-93cf78dcf611,{'n': 5510},6176,1,6177,9,,10,10,0,6177,Runtime exited with error: signal: killed,False,0,3953280,1024,640,640,100,failure,350,1722319044699,538320896,workbench-matmul,0,640
RAM2432,2432,550461440,49610,21,12140544,7833,244e22f9-c2ea-46d7-a420-3de5b5a99545,{'n': 9810},37814,0,37815,10,,10,10,15758,37815,,False,0,91966080,1024,2340,2432,96,0,1650,1722319142657,538320896,workbench-matmul,7925,2340
RAM2304,2304,550461440,1050,22,12140544,496,f9dd7040-7047-40e5-bd38-a72f5161beca,{'n': 2610},875,0,876,10,,10,10,3710,876,,False,0,2018304,1024,438,2304,19,0,60,1722318934248,538320896,workbench-matmul,3214,438
RAM1024,1024,550461440,1340,22,12140544,7623,1fcb0f8e-529f-40e8-813c-e3332a9f2405,{'n': 2810},2458,0,2459,10,,10,10,17894,2459,,False,0,2518016,1024,610,1024,59,0,90,1722318934486,538320896,workbench-matmul,10271,610
RAM1664,1664,550461440,80,22,12140544,562,152a5fce-a491-4648-a9f8-d96a39cc0beb,{'n': 1010},94,0,95,10,,11,11,5060,95,,False,0,158080,1024,267,1664,16,0,10,1722318922258,538320896,workbench-matmul,4498,267
RAM512,512,550461440,340,21,12140544,222,f539e088-fd25-46a1-b58f-8f0cbfa19986,{'n': 6310},7187,1,7188,9,,9,8,300,7188,Runtime exited with error: signal: killed,False,0,3680256,1024,513,512,100,failure,110,1722318963489,538320896,workbench-matmul,78,513
RAM2176,2176,550461440,29770,21,12140544,7833,c4b4e945-402c-4223-9699-d224903634db,{'n': 8210},26129,0,26130,10,,11,11,15740,26130,,False,0,56858880,1024,1679,2176,77,0,1390,1722319018138,538320896,workbench-matmul,7907,1679
RAM2560,2560,550461440,3110,21,12140544,222,e05f6c2f-0e4a-4265-9dc7-99125235b18a,{'n': 3810},2380,0,2381,10,,10,10,300,2381,,False,0,6095360,1024,462,2560,18,0,220,1722318932381,538320896,workbench-matmul,78,462
RAM1152,1152,550461440,2570,22,12136448,42,fe5c7eec-68f8-438b-a3cb-5ff510238bbb,{'n': 3510},4439,0,4440,9,1291,9,9,84,4440,,True,1291,5114880,1024,405,1152,35,0,380,1722318927701,538324992,workbench-matmul,42,405
RAM1024,1024,550461440,880,21,12140544,7677,027896a8-ab5f-4022-8a14-4a1926cb34b0,{'n': 7610},4734,1,4735,10,,10,10,15450,4735,Runtime exited with error: signal: killed,False,0,4848640,1024,1025,1024,100,failure,1680,1722318984636,538320896,workbench-matmul,7773,1025
RAM384,384,550461440,0,22,12136448,0,1095315e-00c9-4b05-a0d8-b22c6a8e36d1,{'n': 610},108,0,109,10,,10,9,0,109,,False,0,41856,1024,251,384,65,0,20,1722318920592,538324992,workbench-matmul,0,251
RAM2560,2560,550461440,9550,21,12140544,7713,e12aa180-24cd-4ff1-b48f-7f65b3964e79,{'n': 5610},7057,0,7058,11,,10,10,15570,7058,,False,0,18068480,1024,2207,2560,86,0,420,1722319071132,538320896,workbench-matmul,7857,2207
RAM1664,1664,550461440,1150,21,12140544,0,d2506f66-a688-491a-866c-5e41db8178d9,{'n': 9010},3589,1,3590,10,,10,10,0,3590,Runtime exited with error: signal: killed,False,0,5973760,1024,1664,1664,100,failure,540,1722319003048,538320896,workbench-matmul,0,1664
RAM256,256,550461440,30,21,12140544,496,ffbd2d43-77e6-47e8-9590-d31e77bef10f,{'n': 710},273,0,274,9,,11,11,8918,274,,False,0,70144,1024,133,256,51,0,20,1722314532491,538320896,workbench-matmul,8422,133
RAM128,128,550461440,0,21,12140544,0,f6d75457-10a2-48a5-b3a7-281a41141830,{'n': 5510},41,0,42,9,,10,10,0,42,,False,0,5376,1024,114,128,89,0,0,1722318944365,538320896,workbench-matmul,0,114
RAM256,256,550461440,30,22,12136448,0,73435865-0b33-40fd-a286-2ac0a072bfbe,{'n': 910},520,0,521,9,,9,9,0,521,,False,0,133376,1024,209,256,81,0,0,1722318921352,538324992,workbench-matmul,0,209
,,,,,,,30769396-fd84-47f4-b16b-bcf09bd8ae01,{'n': 6010},,,10802,,,,,,,Runtime exited with error: signal: killed,,,,,384,384,,,,1722319060889,,,,
RAM1280,1280,550461440,11070,21,12140544,7833,f3b3d940-817c-4611-8a26-021e96351942,{'n': 5810},16223,0,16224,9,,11,11,15748,16224,,False,0,20766720,1024,895,1280,69,0,410,1722319022284,538320896,workbench-matmul,7915,895
RAM1408,1408,550461440,5970,21,12140544,264,7ba632c3-28db-4a58-bfca-2547f1ad3cbe,{'n': 4710},9309,0,9310,9,,10,10,384,9310,,False,0,13108480,1024,626,1408,44,0,180,1722319004049,538320896,workbench-matmul,120,626
RAM512,512,550461440,400,21,12140544,222,68cce21b-42f9-4187-b075-cffb5ed87ff7,{'n': 8610},6991,1,6992,9,,11,10,300,6992,Runtime exited with error: signal: killed,False,0,3579904,1024,512,512,100,failure,160,1722318992996,538320896,workbench-matmul,78,512
RAM3008,3008,550461440,40,22,12136448,42,30cfd6f2-e8ec-40d2-a694-21a033853b54,{'n': 10},10,0,11,9,1219,9,8,84,11,,True,1219,33088,1024,111,3008,3,0,70,1722318920100,538324992,workbench-matmul,42,111
RAM2048,2048,550461440,22310,21,12144640,306,74b14c4a-caa4-4820-9691-936a7e95d62a,{'n': 7510},21552,0,21553,10,,10,10,468,21553,,False,0,44140544,1024,1413,2048,68,0,600,1722319076269,538316800,workbench-matmul,162,1413
RAM128,128,550461440,0,21,12140544,42,1d3f90c6-c9e0-4c0a-a3d3-e12b7286650d,{'n': 8510},31,0,32,10,,10,10,84,32,,False,0,4096,1024,104,128,81,0,0,1722319119482,538320896,workbench-matmul,42,104
RAM2176,2176,550461440,30,20,12140544,0,6b173dbe-edb3-449d-a4e7-2ac198011cb8,{'n': 510},10,0,11,10,,10,10,0,11,,False,0,23936,1024,656,2176,30,0,0,1722318942463,538320896,workbench-matmul,0,656
RAM1920,1920,550461440,340,22,12140544,330,785ba5fc-859c-418b-a142-4796751fb1b5,{'n': 1910},549,0,550,10,,11,11,4925,550,,False,0,1056000,1024,300,1920,15,0,30,1722318925743,538320896,workbench-matmul,4595,300
RAM1280,1280,550461440,15330,21,12140544,7779,b328884f-db08-4d5b-955d-ec452460f7df,{'n': 6510},22409,0,22410,10,,10,10,15596,22410,,False,0,28684800,1024,1100,1280,85,0,880,1722318984495,538320896,workbench-matmul,7817,1100
RAM1792,1792,550461440,360,21,12140544,0,40181c4e-c8d5-4938-b37c-d65794ca525f,{'n': 1810},423,0,424,9,,11,11,0,424,,False,0,759808,1024,613,1792,34,0,70,1722318950509,538320896,workbench-matmul,0,613
RAM2304,2304,550461440,45730,22,12140544,8025,426eaa69-ffb5-4735-8cd4-8be609d4fabe,{'n': 9510},37207,0,37208,10,,11,11,16008,37208,,False,0,85727232,1024,2206,2304,95,0,1910,1722319125729,538320896,workbench-matmul,7983,2206
RAM2048,2048,550461440,11720,21,12140544,7983,30cbc897-918f-4bd6-80e9-a71f73e8a823,{'n': 6010},10804,0,10805,10,,11,11,18568,10805,,False,0,22128640,1024,957,2048,46,0,460,1722318988914,538320896,workbench-matmul,10585,957
RAM2176,2176,550461440,30,21,12140544,66,b754fcc6-cfff-4484-ab8d-dcefd8c38b19,{'n': 710},22,0,23,10,,10,10,7030,23,,False,0,50048,1024,656,2176,30,0,10,1722318943048,538320896,workbench-matmul,6964,656
RAM384,384,550461440,2550,21,12140544,7737,106d1b3c-44cb-4210-b7cd-9fee260d471e,{'n': 3510},13475,0,13476,10,,10,10,15642,13476,,False,0,5174784,1024,384,384,100,0,120,1722318947626,538320896,workbench-matmul,7905,384
RAM2560,2560,550461440,3990,21,12140544,222,111dc975-fe92-4e43-8dc4-31fbf69d3286,{'n': 4110},2972,0,2973,10,,11,11,300,2973,,False,0,7610880,1024,548,2560,21,0,200,1722318963187,538320896,workbench-matmul,78,548
RAM2816,2816,550461440,0,21,12140544,664,b23201f5-f1e3-499d-9ade-516fa01cc6b9,{'n': 210},2,0,3,10,,10,10,5174,3,,False,0,8448,1024,509,2816,18,0,10,1722318940993,538320896,workbench-matmul,4510,509
RAM1408,1408,550461440,1220,21,12140544,0,0d8f54e5-7b5f-462d-81c9-411af7232ea3,{'n': 8710},5984,1,5985,10,,10,10,0,5985,Runtime exited with error: signal: killed,False,0,8426880,1024,1408,1408,100,failure,2210,1722319070102,538320896,workbench-matmul,0,1408
RAM2304,2304,550461440,48280,21,12140544,7941,1a26b1a8-a00e-4dd4-9152-75609d00339c,{'n': 9710},38674,0,38675,10,,11,11,15840,38675,,False,0,89107200,1024,2297,2304,99,0,1360,1722319137759,538320896,workbench-matmul,7899,2297
RAM1920,1920,550461440,110,22,12136448,42,8b81bd94-9a85-4cae-89d6-26681366d60d,{'n': 1210},199,0,200,10,1017,9,9,84,200,,True,1017,384000,1024,148,1920,7,0,80,1722318919212,538324992,workbench-matmul,42,148
RAM2048,2048,550461440,1420,21,12140544,7611,4905e3bf-155a-4e92-b879-559aaa30485e,{'n': 9910},3117,1,3118,10,,11,10,15390,3118,Runtime exited with error: signal: killed,False,0,6385664,1024,2048,2048,100,failure,1200,1722319039608,538320896,workbench-matmul,7779,2048
RAM896,896,550461440,350,22,12136448,42,df1a48b0-9493-4104-b26b-3b7df060ab99,{'n': 1710},910,0,911,10,1301,9,9,84,911,,True,1301,816256,1024,182,896,20,0,150,1722318918645,538324992,workbench-matmul,42,182
RAM2176,2176,550461440,4080,22,12140544,7611,ff89c45f-47de-4610-80ae-22c9e9017f1f,{'n': 4210},3566,0,3567,10,,10,10,18024,3567,,False,0,7761792,1024,1037,2176,47,0,170,1722318998117,538320896,workbench-matmul,10413,1037
RAM1792,1792,550461440,20430,21,12140544,718,ea93fcd3-f406-492f-a41d-115e5db36023,{'n': 7210},21340,0,21341,11,,10,10,4008,21341,,False,0,38243072,1024,1347,1792,75,0,1230,1722319002605,538320896,workbench-matmul,3290,1347
RAM768,768,550461440,900,22,12136448,42,24497caf-ba79-43e2-b1a4-1da1d59e2794,{'n': 2410},2421,0,2422,10,1269,9,9,84,2422,,True,1269,1860096,1024,250,768,32,0,230,1722318917628,538324992,workbench-matmul,42,250
RAM1664,1664,550461440,5470,22,12140544,496,005ed72c-3f93-4c96-acaf-24c1f3ead0d2,{'n': 4610},6126,0,6127,10,,10,10,3708,6127,,False,0,10195328,1024,927,1664,55,0,280,1722318997089,538320896,workbench-matmul,3212,927
RAM1920,1920,550461440,28040,21,12140544,7983,d762b693-4ef5-4cd5-92a6-46514db7c921,{'n': 8510},29529,0,29530,10,,10,10,15990,29530,,False,0,56697600,1024,1835,1920,95,0,1090,1722319160829,538320896,workbench-matmul,8007,1835
RAM512,512,550461440,20,21,12140544,264,b3f9cf3b-925d-4438-a387-d5c1f456345a,{'n': 510},4311,0,4312,9,,10,10,384,4312,,False,0,2207744,1024,114,512,22,0,10,1722318924971,538320896,workbench-matmul,120,114
RAM1920,1920,550461440,24180,21,12140544,718,a6f13ec8-d8d7-4f00-9699-6cf7b8ce8c6d,{'n': 7710},23777,0,23778,10,,11,11,4008,23778,,False,0,45653760,1024,1495,1920,77,0,1090,1722319008535,538320896,workbench-matmul,3290,1495
RAM1792,1792,550461440,670,22,12140544,15711,22a4c409-d4b9-4ac4-a76e-e8d5edc6f1eb,{'n': 2210},772,0,773,10,,10,10,27014,773,,False,0,1385216,1024,230,1792,12,0,110,1722318920441,538320896,workbench-matmul,11303,230
RAM2048,2048,550461440,1280,21,12140544,7557,07166cb4-a934-4919-8fcd-4e0e2e2901eb,{'n': 9410},4664,1,4665,10,,11,10,15270,4665,Runtime exited with error: signal: killed,False,0,9553920,1024,2048,2048,100,failure,3300,1722319086269,538320896,workbench-matmul,7713,2048
RAM2176,2176,550461440,7840,21,12140544,7941,33cc82c6-de50-4155-aa1a-e4af97595413,{'n': 5210},6884,0,6885,10,,10,10,18648,6885,,False,0,14981760,1024,750,2176,34,0,420,1722318969882,538320896,workbench-matmul,10707,750
RAM896,896,550461440,830,21,12140544,0,366f1c4a-b180-4ed6-88b9-ce72c648313a,{'n': 8710},5147,1,5148,9,,10,10,0,5148,Runtime exited with error: signal: killed,False,0,4612608,1024,896,896,100,failure,290,1722319126983,538320896,workbench-matmul,0,896
,,,,,,,35aab298-f801-4d3e-9a64-a7cf0cd51346,{'n': 8410},,,4678,,,,,,,Runtime exited with error: signal: killed,,,,,1152,1152,,,,1722319060587,,,,
RAM768,768,550461440,290,22,12140544,0,f5ef345c-d020-4502-9816-5399610679b8,{'n': 1810},931,0,932,10,,9,9,0,932,,False,0,715776,1024,389,768,50,0,50,1722318922324,538320896,workbench-matmul,0,389
RAM1408,1408,550461440,1210,21,12140544,7545,f0974ff4-d6e6-4e0a-b9e6-b717fec7e69c,{'n': 8910},3357,1,3358,10,,11,10,15324,3358,Runtime exited with error: signal: killed,False,0,4728064,1024,1408,1408,100,failure,990,1722319070567,538320896,workbench-matmul,7779,1408
RAM2944,2944,550461440,20,22,12136448,0,0ebd0f3d-e9cc-4a12-8e2e-4d11067c5d1b,{'n': 510},10,0,11,10,,9,9,0,11,,False,0,32384,1024,219,2944,7,0,10,1722318921426,538324992,workbench-matmul,0,219
RAM1792,1792,550461440,630,21,12140544,0,93315c21-f385-4678-8b95-b4b8d2c711f7,{'n': 2210},717,0,718,9,,11,11,0,718,,False,0,1286656,1024,613,1792,34,0,80,1722318955346,538320896,workbench-matmul,0,613
RAM1024,1024,550461440,9970,22,12140544,264,b5523edd-8b87-4007-96e7-0f87d5b1be1a,{'n': 5610},18318,0,18319,10,,10,10,384,18319,,False,0,18758656,1024,850,1024,83,0,840,1722318966617,538320896,workbench-matmul,120,850
RAM2304,2304,550461440,24910,22,12140544,15909,c1e0fb72-d3e8-4089-ae4f-a26246c7fb33,{'n': 7710},20118,0,20119,9,,11,10,27302,20119,,False,0,46354176,1024,1995,2304,86,0,900,1722319058268,538320896,workbench-matmul,11393,1995
RAM1536,1536,550461440,6580,21,12140544,7875,b0c4b2eb-fc9e-46bb-aa39-6caa0745f70b,{'n': 4910},8006,0,8007,10,,10,10,15708,8007,,False,0,12298752,1024,1273,1536,82,0,290,1722319017528,538320896,workbench-matmul,7833,1273
RAM2304,2304,550461440,11820,21,12140544,7845,432f6918-05e0-418e-ad62-090c8e7bc7a5,{'n': 6010},9616,0,9617,10,,10,10,15766,9617,,False,0,22157568,1024,1831,2304,79,0,430,1722319039060,538320896,workbench-matmul,7921,1831
RAM1024,1024,550461440,10950,21,12140544,222,b38b7003-bf40-48ea-b953-c53635c84482,{'n': 5810},20019,0,20020,10,,10,10,300,20020,,False,0,20500480,1024,902,1024,88,0,630,1722318972897,538320896,workbench-matmul,78,902
RAM2432,2432,550461440,130,21,12140544,66,6927c9c0-cc3b-44c1-becf-d2473596d8a7,{'n': 1210},104,0,105,10,,10,10,4497,105,,False,0,255360,1024,631,2432,25,0,30,1722318946775,538320896,workbench-matmul,4431,631
RAM2304,2304,550461440,17830,22,12140544,7713,6d0a919b-21b1-4536-8a95-8afe311beb90,{'n': 6910},14474,0,14475,10,,11,11,15510,14475,,False,0,33350400,1024,1997,2304,86,0,610,1722319125433,538320896,workbench-matmul,7797,1997
RAM1792,1792,550461440,23220,21,12140544,7911,7ac293ff-7735-47cb-8a7b-81032c23d5b1,{'n': 7510},24198,0,24199,10,,10,10,15756,24199,,False,0,43364608,1024,1422,1792,79,0,1180,1722319010166,538320896,workbench-matmul,7845,1422
RAM2560,2560,550461440,20980,21,12140544,7875,04c70820-c724-4c39-a2e2-a1739cb3644e,{'n': 7310},15224,0,15225,10,,11,11,15774,15225,,False,0,38976000,1024,2298,2560,89,0,630,1722319147205,538320896,workbench-matmul,7899,2298
RAM2304,2304,550461440,2050,21,12140544,496,e34c2122-6da5-45ed-9c3a-a78a26e6427a,{'n': 3310},1711,0,1712,10,,10,10,3709,1712,,False,0,3944448,1024,550,2304,23,0,90,1722318971867,538320896,workbench-matmul,3213,550
RAM1280,1280,550461440,130,22,12140544,0,50256c3c-1c58-4367-a129-f22fa6bd6a80,{'n': 1210},209,0,210,10,,11,11,0,210,,False,0,268800,1024,156,1280,12,0,50,1722318922458,538320896,workbench-matmul,0,156
RAM256,256,550461440,0,21,12140544,66,fb0b91b7-3253-4a74-bad9-e4821a695fd7,{'n': 7410},2,0,3,9,,10,10,4467,3,,False,0,768,1024,107,256,41,0,0,1722319100051,538320896,workbench-matmul,4401,107
RAM2944,2944,550461440,1870,21,12140544,0,2460d2be-1261-41be-8ebe-c8f3c510ffa0,{'n': 3210},1279,0,1280,10,,10,10,0,1280,,False,0,3768320,1024,358,2944,12,0,130,1722318929225,538320896,workbench-matmul,0,358
RAM2688,2688,550461440,8200,22,12140544,16125,7d40e3c0-4f00-4c37-806a-31ca4e15ca26,{'n': 5310},6112,0,6113,10,,10,10,27570,6113,,False,0,16431744,1024,770,2688,28,0,770,1722319020248,538320896,workbench-matmul,11445,770
